scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil05_cropped\img007c0.png,,,321.39317507418406,90.51426557863488,268.57948997351247,176.15687929491736,258.82047477744817,214.71159495548955,371.6409495548962,185.321387240356,362.1602373887242,272.5439391691394,358.36795252225534,345.54542284866466,,,,,,,,,,,,,,,,,,,12.32195845697322,40.26649109792277,121.35014836795256,91.46233679525216,155.99237824253038,146.45804759721858,189.61127596439172,189.11367210682482,82.47922848664689,155.93117952522243,107.12908011869433,229.88073442136488,124.19436201780417,300.03800445103855,46.45252225519283,168.25610534124615,63.51780415430267,241.25758902077143,75.84272997032639,308.57064540059343,20.85459940652811,162.56767804154293,23.698813056379777,227.03652077151327,29.387240356083055,290.55729228486643,,,,,,
labeled-data\Pil05_cropped\img007c1.png,,,368.39317507418406,58.51426557863488,315.57948997351247,144.15687929491736,305.82047477744817,182.71159495548955,,,,,,,,,,,,,,,,,,,,,,,,,59.32195845697322,8.266491097922767,168.35014836795256,59.462336795252156,202.99237824253038,114.45804759721858,236.61127596439172,157.11367210682482,129.4792284866469,123.93117952522243,154.12908011869433,197.88073442136488,171.19436201780417,268.03800445103855,93.45252225519283,136.25610534124615,110.51780415430267,209.25758902077143,122.84272997032639,276.57064540059343,67.85459940652811,130.56767804154293,70.69881305637978,195.03652077151327,76.38724035608305,258.55729228486643,34.67210682492572,108.7620400593471,34.67210682492572,159.00981454005927,33.7240356083085,202.62109050445093
labeled-data\Pil05_cropped\img007c2.png,,,377.39317507418406,36.51426557863488,324.57948997351247,122.15687929491736,314.82047477744817,160.71159495548955,,,,,,,,,,,,,,,,,,,,,,,,,,,177.35014836795256,37.462336795252156,211.99237824253038,92.45804759721858,245.61127596439172,135.11367210682482,138.4792284866469,101.93117952522243,163.12908011869433,175.88073442136488,180.19436201780417,246.03800445103855,102.45252225519283,114.25610534124615,119.51780415430267,187.25758902077143,131.8427299703264,254.57064540059343,76.85459940652811,108.56767804154293,79.69881305637978,173.03652077151327,85.38724035608305,236.55729228486643,43.67210682492572,86.7620400593471,43.67210682492572,137.00981454005927,42.7240356083085,180.62109050445093
labeled-data\Pil05_cropped\img007c3.png,283.0964391691398,40.64334569732932,186.39317507418406,79.51426557863488,133.57948997351247,165.15687929491736,123.82047477744817,203.71159495548955,236.64094955489622,174.321387240356,227.16023738872423,261.5439391691394,223.36795252225534,334.54542284866466,283.09643916913956,182.85402818991088,284.992581602374,276.71307863501477,297.3175074183978,356.35106083086055,328.6038575667658,180.95788575667643,349.46142433234445,257.75165430267054,373.16320474777467,335.4934940652819,370.3189910979231,161.9964614243322,,,,,,,,,20.99237824253038,135.45804759721858,54.61127596439172,178.11367210682482,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil05_cropped\img007c4.png,226.09643916913979,59.64334569732932,129.39317507418406,98.51426557863488,76.57948997351247,184.15687929491736,66.82047477744817,222.71159495548955,179.64094955489622,193.321387240356,170.16023738872423,280.5439391691394,166.36795252225534,353.54542284866466,226.09643916913956,201.85402818991088,227.992581602374,295.71307863501477,240.31750741839778,375.35106083086055,271.6038575667658,199.95788575667643,292.46142433234445,276.75165430267054,316.16320474777467,354.4934940652819,313.3189910979231,180.9964614243322,349.3456973293771,229.34809347181,392.00890207715156,285.28429525222543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil05_cropped\img007c5.png,,,315.39317507418406,103.51426557863488,262.57948997351247,189.15687929491736,252.82047477744817,227.71159495548955,365.6409495548962,198.321387240356,356.1602373887242,285.5439391691394,352.36795252225534,358.54542284866466,,,,,,,,,,,,,,,,,,,6.321958456973221,53.26649109792277,115.35014836795256,104.46233679525216,149.99237824253038,159.45804759721858,183.61127596439172,202.11367210682482,76.47922848664689,168.93117952522243,101.12908011869433,242.88073442136488,118.19436201780417,313.03800445103855,40.45252225519283,181.25610534124615,57.51780415430267,254.25758902077143,69.84272997032639,321.57064540059343,14.85459940652811,175.56767804154293,17.698813056379777,240.03652077151327,23.387240356083055,303.55729228486643,,,,,,
labeled-data\Pil05_cropped\img007c6.png,177.09643916913979,62.64334569732932,80.39317507418406,101.51426557863488,27.579489973512466,187.15687929491736,17.82047477744817,225.71159495548955,130.64094955489622,196.321387240356,121.16023738872423,283.5439391691394,117.36795252225534,356.54542284866466,177.09643916913956,204.85402818991088,178.992581602374,298.71307863501477,191.31750741839778,378.35106083086055,222.60385756676578,202.95788575667643,243.46142433234445,279.75165430267054,267.16320474777467,357.4934940652819,264.3189910979231,183.9964614243322,300.3456973293771,232.34809347181,343.00890207715156,288.28429525222543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
