scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil03\img019.png,483.96439169139484,166.294681008902,410.9629080118694,166.294681008902,379.6765578635015,169.1388946587536,344.5979228486647,159.6581824925815,407.1706231454006,196.6329599406527,358.8189910979229,235.50387982195838,318.05192878338283,270.58251483679516,427.08011869436206,216.54245548961416,385.36498516320484,254.46530415430254,340.8056379821959,296.1804376854599,457.41839762611284,222.23088278931743,422.33976261127606,264.89408753709193,394.84569732937695,307.55729228486643,488.70474777448084,226.9712388724035,477.32789317507417,263.9460163204747,474.4836795252226,299.9727225519287,238.41394658753705,42.09735163204732,272.54451038575667,62.95491839762599,282.0252225519288,87.60477002967343,294.3501483679525,110.35847922848649,242.2062314540059,84.76055637982176,235.56973293768544,124.57954747774465,227.0370919881305,158.71011127596427,219.45252225519278,88.55284124629071,205.23145400593467,122.68340504451027,193.8545994065281,162.5023961424331,201.43916913946578,86.65669881305621,175.8412462908011,120.78726261127582,156.8798219584569,149.22939910979215,187.21810089020767,80.96827151335305,160.67210682492572,99.92969584569721,140.76261127596428,126.4756899109791
labeled-data\Pil03\img025.png,486.8086053412464,162.5023961424331,409.06676557863506,161.55432492581593,371.1439169139466,167.24275222551915,350.286350148368,159.6581824925815,409.06676557863506,189.04839020771504,357.87091988130567,236.4519510385756,318.05192878338283,266.7902299703263,430.87240356083095,209.90595697329366,384.4169139465876,253.51723293768538,340.8056379821959,294.28429525222543,455.5222551928784,218.43859792284854,424.2359050445105,261.10180267062304,393.8976261127597,301.86886498516316,487.7566765578636,222.23088278931743,478.2759643916915,257.3095178041542,474.4836795252226,296.1804376854599,234.62166172106822,43.04542284866454,269.961930632479,54.96594143208077,279.7858614586727,79.67698163671412,297.2147582086661,100.33410307830465,243.1543026706231,86.65669881305621,236.51780415430267,116.99497774480699,225.1409495548961,152.07361275964382,215.39860349215007,89.76254635948175,204.5654128767533,127.10093865843658,194.80267062314533,157.76204005934704,197.72846903644472,87.76442297193762,173.38104368269506,118.20468285799808,153.08753709198805,147.33325667655777,184.4758681946657,80.84589436818129,157.82789317507405,99.92969584569715,137.91839762611266,126.4756899109791
labeled-data\Pil03\img054.png,481.12017804154317,167.24275222551915,402.4302670623146,171.9831083086052,363.55934718100895,183.35996290801177,333.22106824925817,182.41189169139454,399.58605341246295,199.47717359050432,352.1824925816024,230.76352373887232,308.5712166172107,272.4786572700296,416.65133531157284,215.59438427299693,382.52077151335317,253.51723293768538,335.1172106824926,300.92079376854593,447.9376854599407,227.91931008902066,416.65133531157284,262.04987388724027,390.10534124629083,308.5053635014836,478.2759643916915,225.07509643916904,473.5356083086055,260.1537314540059,471.63946587537106,300.92079376854593,234.62166172106822,37.35699554896121,267.8041543026706,66.74720326409476,277.2848664688427,86.65669881305621,278.23293768545994,115.09883531157254,239.36201780415428,88.55284124629065,233.67359050445106,124.57954747774465,229.88130563798217,152.07361275964377,214.7202543167589,85.51416046632426,203.33531157270022,119.8391913946586,190.06231454005928,157.76204005934704,198.04390667787854,82.28101255624321,172.04896142433228,116.99497774480699,149.29525222551922,144.4890430267061,182.4777448071216,78.12405786350132,155.9317507418396,98.03355341246277,131.28189910979216,126.4756899109791
labeled-data\Pil03\img070.png,475.43175074183983,170.08696587537082,400.53412462908017,176.72346439169127,357.72914710029886,188.33835179869578,331.2810573671869,214.09043917041004,396.7052793385691,200.86639430385407,350.769123486322,226.61848167556838,350.0731211249242,253.06657140868035,415.4973430963066,215.4824438932054,375.1292061352409,255.15457849287338,330.5850550057892,299.0027272609275,445.42544463640695,222.44246750718224,418.28135254189726,268.3786233594294,391.8332628087853,315.70678393447184,473.2655390923144,223.83447222997762,471.17753200812126,266.98661863663403,469.7855272853259,303.87474379071125,228.08084322937108,38.637639893932885,263.7688283116116,63.75392910851042,274.9048660939744,90.20201884162236,274.2088637325768,118.04211329752974,238.46067444607544,83.99820179330413,235.92873385570422,124.30613455010888,228.2727078803297,159.10625261999303,215.74466537517142,85.3300023118386,202.5206205086154,129.17815107989264,194.16859217184322,161.1942597041861,194.8645945332409,86.72200703463398,171.20051424571966,115.25810385193898,144.7524245126077,151.4502266446185,180.94454730528722,81.15398814345247,153.80045521077756,99.94605190118995,125.96036075487021,126.39414163430195
labeled-data\Pil03\img100.png,468.42390088844684,160.23493226309543,381.13629214398304,173.57826098836378,349.44588642147073,186.3656176834126,333.3226975451048,209.16047092241269,387.2519844763977,200.26491843890048,346.66602627037315,231.9553241614128,301.07631979237294,271.9853103372178,406.1550335038612,213.6082471641688,367.7929634187147,249.19045709821773,322.75922897093403,293.66821951577884,431.72974689395886,221.94782761746154,412.82669786649535,258.08600958172997,390.0318446274953,296.4480796668764,461.19626449559314,223.05977167790059,461.75223652581263,250.85837318887627,461.19626449559314,271.4293383069983,224.90815165229947,34.58525343348521,263.8261937676655,59.04802276314382,272.72174625117776,91.29440051587568,271.6098021907387,115.20119781531474,233.2477321055922,81.84287600214395,232.13578804515316,117.42508593619283,222.12829150120194,151.3393797795832,206.5610746550555,87.95856833455855,197.66552217154327,125.76466638948557,185.43413750671397,162.4588203839735,187.10205359737256,88.5145403647781,164.30720035837243,115.75716984553429,142.62429117981134,144.66771541694902,173.20275284188466,79.61898788126575,144.29220727046987,89.62648442521709,118.16152185015271,101.85786909004639
labeled-data\Pil03\img101.png,464.0548961424334,157.76204005934704,390.10534124629083,170.08696587537082,354.07863501483683,187.1522477744806,328.4807121661721,209.90595697329366,387.2611275964393,197.58103115726993,344.5979228486647,235.50387982195838,301.9347181008902,264.89408753709193,407.1706231454006,208.95788575667643,368.29970326409506,247.8288056379821,321.84421364985167,293.33622403560827,429.9243323442137,213.6982418397625,408.11869436201783,251.62109050445093,387.2611275964393,282.90744065281893,459.3145400593473,214.64631305637977,458.36646884273006,242.14037833827882,459.3145400593473,260.1537314540059,229.88130563798217,33.56471068249243,263.06379821958456,61.05877596439154,273.4925816023739,89.50091246290782,273.4925816023739,113.20269287833815,233.673590504451,80.02020029673577,227.98516320474778,116.99497774480693,221.34866468842728,152.07361275964382,206.1795252225519,85.70862759643904,199.5430267062314,116.99497774480699,187.21810089020767,154.91782640949543,186.27002967359044,85.70862759643904,166.360534124629,112.25462166172093,140.76261127596428,144.4890430267061,172.4846091881128,79.5845525329552,147.32233410322866,88.11719348251012,119.90504451038561,100.87776706231438
