scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil02\img012.png,762.8827112065562,248.20583883701988,679.8114373152857,279.6800481995509,651.9490224697664,304.96260981863327,613.2512240732118,327.66531821127853,699.4183218362066,309.0903749809324,668.460083118963,352.9478798303609,647.8212573074672,404.54494435910027,728.8286486175882,317.1654149560736,709.7377347419546,360.1714688643844,694.2586153833327,416.9282398459977,759.7868873348318,322.5894818323622,757.7230047536823,363.26729273610874,752.5632983008082,409.7046508119742,794.2730504951297,321.7252806897026,808.8040986371343,357.5916156379474,816.0276876711578,389.06582500047847,420.07236961846223,251.699158769321,494.5935744540994,298.2835745352709,523.2291001801755,311.8059061281402,559.0235073377706,315.3853468438997,476.29865524021744,308.71661678965256,513.2862093030658,342.8277256647226,547.4897539203233,386.1787298889212,449.9569875824601,317.06864512642477,452.83343277023835,356.7477728926763,475.5032239700486,417.59826506058806,424.3505469906107,324.38016650439226,421.41389759857157,369.4746732153768,435.7316604616096,420.77999014126317,399.53953766893005,328.90767843676895,390.3920780619891,360.32721360843584,368.51771813234757,411.2348148992378
labeled-data\Pil02\img046.png,756.2435314804012,264.31988558893886,678.2216667677209,289.4455708353952,631.496708239223,314.5712560818516,608.1342289749741,345.4273607704822,699.3801385542104,312.8080500996441,668.9648353611317,355.5657951681751,641.194341141364,404.49476117443226,729.7954417472893,329.558506930615,709.9593744474553,367.02663405252366,696.7353295808992,424.33082847426624,761.0923479314717,333.9665218861337,761.9739509225755,372.7570534946979,754.9211269937456,419.0412105276439,796.3564675756211,333.08491889503,811.3437184243845,364.38182507921243,817.9557408576625,395.23792976784307,424.8218462324926,262.5837076984323,497.6772854165178,308.6301799249609,523.4293727882321,320.6478206984276,562.4867053019988,322.7938279794038,480.5092271687083,321.0770221546228,515.7037465767178,354.9839371940467,548.7522587037512,395.328874076399,452.1819310598226,328.1941103014884,455.18634125318925,367.43077942370854,479.65082425631783,427.5189832910419,427.2882466004987,336.52827457765136,423.42543349474164,374.7272041790275,437.1598800929892,430.9525949406038,405.2196357260881,340.90995744383054,390.3769213677083,374.7272041790275,371.921258751313,419.7933570795276
labeled-data\Pil02\img052.png,768.002042668254,253.348961746037,682.8765115443862,284.9548669155467,636.2782748100153,311.5108512910483,606.2148962717116,341.07317352038035,699.4113697404532,316.0203580717939,667.3437659662626,358.6101443343909,640.2867252817891,406.71154999567693,728.4726356608136,327.0435968691719,710.4346085378313,368.13021420485376,698.4092571225099,422.7453518827723,761.041295743976,331.5531036499175,761.041295743976,369.63338313176894,756.0307326542587,418.2358451020267,796.1152373719971,329.0478221050589,812.1490392590924,359.6122569523344,819.6648838936683,394.1851422713837,426.587737623811,261.1838646633289,499.4834952303429,308.31391313764493,530.2385138617229,319.7896663583091,564.2067433948889,319.7896663583091,482.46936950479585,314.5902801463964,516.0085798680993,351.9217753761688,551.8129299165716,393.69351709938644,454.92756177520175,327.3831018356122,456.3346631206456,363.397528596833,479.286169561974,423.07144534428676,426.89671295781716,334.78760581476547,423.2844938451327,371.66007091571123,436.5963675811032,426.7436863748993,404.86326677414195,341.70306870612797,391.61141495609957,369.8239504004049,374.62730018951663,416.18599341188826
labeled-data\Pil02\img072.png,771.7312376008858,241.77535655287068,683.4716987534096,279.6085963917367,634.2616043151369,307.397826192173,609.367085952246,335.76599828011837,700.261025091173,306.81888390466395,668.9981415656823,324.1871525299366,638.8931426152096,335.7659982801184,725.734485741573,321.2924410923912,710.6819862663366,368.7657086681364,703.1557365287185,415.08109166886356,762.7867921421547,324.1871525299366,765.6815035797001,366.4499395181001,759.8920807046093,411.0284956563,795.2075602426637,318.97667194235476,813.1547711554455,353.71320919290014,819.5231363180455,384.3971504308819,428.9762611275965,252.56916172106816,499.7563306417336,293.86631269123654,531.8387252052078,310.7824843701593,567.4210173574246,314.8656982236924,488.3085666588885,311.14651017665506,518.7141092474229,342.86487893363346,554.0047432672445,386.030282528126,458.63253397400763,319.9693509679433,460.0908246359837,354.239546097047,486.0483984191583,415.4877539000432,431.79998579364747,323.9071003279442,429.46672073448565,365.90587139285583,444.63294361903706,418.1126770916002,411.09225839358686,325.3653909899203,400.0092493625685,362.6976319365084,379.3015219625079,409.6545912521388
labeled-data\Pil02\img090.png,785.9270333477659,237.65888541917843,704.3157850284492,274.85064988915775,661.4950683176965,302.05439932893006,633.2837726023771,332.2807875953438,717.9176597483354,313.6411814977219,691.2176834463367,345.88266231522994,663.0063877310172,382.6581013726999,748.144048014749,320.19023228877825,730.0082150549008,361.4996295862103,718.421432886109,409.3580776746986,780.8893019700305,321.701551702099,783.4081676588983,364.01849527507807,777.3628900056156,407.3429851236044,814.6421022008591,315.6562740488162,829.2515231962924,346.89020859077704,838.82321281399,383.16187451047347,444.14540059347195,242.14037833827888,521.060974109869,293.9403209423318,545.0962556568022,307.67476754057947,588.2616592512948,311.59889514007875,506.34549561174646,308.1652834905169,541.1721280573029,341.5203680862611,574.0366967031098,380.7616440812543,476.91453861550156,316.50405463945293,482.3102140648131,350.34965518513457,503.402399912122,410.1926010774992,451.89822516869344,322.3902460387019,450.42667731888116,358.1979103841332,460.7275122675668,413.62621272706104,431.29655527132195,324.84282578838895,415.1095289233873,358.68842633407064,400.3940504252648,403.32537777837535
labeled-data\Pil02\img108.png,778.8145400593476,247.8288056379821,697.1946132534431,284.7120753470143,656.9093337163533,309.3571875344104,632.7381659940997,338.2677999080865,719.470003115128,314.57057665097494,693.8770019974475,342.5333000943666,660.226944972349,372.39180139832723,744.5890597676663,321.2057991629662,728.0010034876882,346.7988002806467,711.8868916728522,378.55307944517625,776.817283397338,324.5234104189618,776.8172833973381,364.8086899560515,774.447561071627,414.0989143308436,809.9933959572943,323.1015770235351,826.1075077721302,355.3298006532069,837.4821749355438,389.45380214344755,440.895291623641,250.457059697983,519.3911008014635,301.26322693035365,549.8030896975832,315.64727573257244,582.6809155312262,318.9350583159367,502.130242238801,313.1814387950492,536.6519593641261,345.2373189828511,572.4065949582128,390.0333566811896,476.23895439480714,320.5789496076189,476.23895439480714,358.38844931630825,502.130242238801,418.39048146270665,451.580585019575,327.9764604201886,446.6489111445285,366.19693295179843,460.21101430090624,423.3221553377531,428.5661069360249,332.0861886493939,415.82594942548826,367.0188785976395,398.9760636857462,411.4039434730575
