scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil06_cropped\img037c0.png,,,359.5885208452312,91.23477441462035,342.071673329526,154.73334665905207,330.39377498572236,197.79559680182763,,,,,,,,,,,,,,,,,,,,,,,,,88.80725299828663,42.333575099943005,182.96030839520267,96.34385494003436,208.50571102227292,148.8943974871503,228.9420331239291,178.81901199314683,128.2201599086236,158.38268989149066,134.0591090805254,227.72021130782417,139.1681896059394,308.0057624214735,79.31896059394631,153.27360936607664,77.85922330097083,229.1799486007996,69.83066818960589,318.22392347230164,47.934608794974224,143.0554483152485,29.6878926327812,210.93323243860658,8.52170188463731,289.02917761279275,18.739862935465396,127.7282067390064,,,,
labeled-data\Pil06_cropped\img037c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.80725299828663,64.333575099943,344.9603083952027,118.34385494003436,370.5057110222729,170.8943974871503,390.9420331239291,200.81901199314683,290.2201599086236,180.38268989149066,296.0591090805254,249.72021130782417,301.1681896059394,330.0057624214735,241.31896059394631,175.27360936607664,239.85922330097083,251.1799486007996,231.8306681896059,340.22392347230164,209.93460879497422,165.0554483152485,191.6878926327812,232.93323243860658,170.5217018846373,311.02917761279275,180.7398629354654,149.7282067390064,146.4360365505425,186.9515077098801,111.40234151913188,231.47349514563115
labeled-data\Pil06_cropped\img037c2.png,216.60394060536828,81.60370645345529,135.5885208452312,131.23477441462035,118.07167332952599,194.73334665905207,106.39377498572236,237.79559680182763,184.48972015990853,185.2450542547117,183.75985151342093,265.530605368361,179.38063963449463,342.8966818960595,230.471444888635,185.2450542547117,236.31039406053674,253.8527070245575,247.2584237578526,345.81615648201034,267.6947458595089,175.75676185037133,277.9129069103369,235.60599086236442,291.0505425471158,318.08114791547695,290.320673900628,160.42952027412912,315.1362078812108,202.0320331239293,334.1127926898914,253.8527070245575,,,,,,,4.942033123929093,218.81901199314683,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil06_cropped\img037c3.png,167.60394060536828,49.60370645345529,86.58852084523119,99.23477441462035,69.07167332952599,162.73334665905207,57.39377498572236,205.79559680182763,135.48972015990853,153.2450542547117,134.75985151342093,233.53060536836102,130.38063963449463,310.8966818960595,181.471444888635,153.2450542547117,187.31039406053674,221.8527070245575,198.2584237578526,313.81615648201034,218.69474585950888,143.75676185037133,228.91290691033691,203.60599086236442,242.0505425471158,286.08114791547695,241.32067390062798,128.42952027412912,266.1362078812108,170.0320331239293,285.1127926898914,221.8527070245575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil06_cropped\img037c4.png,222.60394060536828,15.603706453455288,141.5885208452312,65.23477441462035,124.07167332952599,128.73334665905207,112.39377498572236,171.79559680182763,190.48972015990853,119.2450542547117,189.75985151342093,199.53060536836102,185.38063963449463,276.8966818960595,236.471444888635,119.2450542547117,242.31039406053674,187.8527070245575,253.2584237578526,279.81615648201034,273.6947458595089,109.75676185037133,283.9129069103369,169.60599086236442,297.0505425471158,252.08114791547695,296.320673900628,94.42952027412912,321.1362078812108,136.0320331239293,340.1127926898914,187.8527070245575,,,,,,,10.942033123929093,152.81901199314683,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil06_cropped\img037c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.80725299828663,43.333575099943005,264.9603083952027,97.34385494003436,290.5057110222729,149.8943974871503,310.9420331239291,179.81901199314683,210.2201599086236,159.38268989149066,216.0591090805254,228.72021130782417,221.1681896059394,309.0057624214735,161.31896059394631,154.27360936607664,159.85922330097083,230.1799486007996,151.8306681896059,319.22392347230164,129.93460879497422,144.0554483152485,111.6878926327812,211.93323243860658,90.52170188463731,290.02917761279275,100.7398629354654,128.7282067390064,66.4360365505425,165.9515077098801,31.40234151913188,210.47349514563115
labeled-data\Pil06_cropped\img037c6.png,195.60394060536828,65.60370645345529,114.58852084523119,115.23477441462035,97.07167332952599,178.73334665905207,85.39377498572236,221.79559680182763,163.48972015990853,169.2450542547117,162.75985151342093,249.53060536836102,158.38063963449463,326.8966818960595,209.471444888635,169.2450542547117,215.31039406053674,237.8527070245575,226.2584237578526,329.81615648201034,246.69474585950888,159.75676185037133,256.9129069103369,219.60599086236442,270.0505425471158,302.08114791547695,269.320673900628,144.42952027412912,294.1362078812108,186.0320331239293,313.1127926898914,237.8527070245575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
