scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\VPers2_cropped\img000c0.png,303.16172106824956,76.37183234421354,226.36795252225534,118.08696587537082,198.87388724035617,158.85402818991088,174.22403560830872,195.8288056379821,264.290801186944,159.8020994065281,260.4985163204749,218.58251483679516,267.13501483679534,282.1032863501483,306.9540059347182,167.38666913946582,309.79821958457,223.3228709198812,326.8635014836798,291.58399851632043,339.18842729970356,171.1789540059346,350.56528189911,212.89408753709193,378.0593471810091,280.2071439169139,364.78635014836823,167.38666913946577,393.22848664688445,195.8288056379821,,,,,51.922848664688445,137.9964614243322,80.36498516320484,170.23088278931738,101.2225519287835,194.88073442136488,10.207715133531167,154.11367210682482,21.584569732937723,224.27094213649843,28.221068249258167,285.89557121661716,,,,,,,,,,,,,,,,,,
labeled-data\VPers2_cropped\img000c1.png,,,351.36795252225534,91.08696587537082,323.87388724035617,131.85402818991088,299.2240356083087,168.8288056379821,389.290801186944,132.8020994065281,385.4985163204749,191.58251483679516,392.13501483679534,255.10328635014832,,,,,,,,,,,,,,,,,,,83.06379821958456,75.91782640949543,176.92284866468844,110.99646142433221,205.36498516320484,143.23088278931738,226.2225519287835,167.88073442136488,135.20771513353117,127.11367210682482,146.58456973293772,197.27094213649843,153.22106824925817,258.89557121661716,88.75222551928783,130.90595697329366,91.59643916913944,201.06322700296732,85.90801186943622,275.0127818991097,52.72551928783378,136.59438427299693,47.98516320474772,196.32287091988127,41.34866468842728,258.89557121661716,27.12759643916911,134.6982418397625,,,,
labeled-data\VPers2_cropped\img000c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.06379821958456,149.91782640949543,277.92284866468844,184.9964614243322,306.36498516320484,217.23088278931738,327.2225519287835,241.88073442136488,236.20771513353117,201.11367210682482,247.58456973293772,271.27094213649843,254.22106824925817,332.89557121661716,189.75222551928783,204.90595697329366,192.59643916913944,275.0632270029673,186.90801186943622,349.0127818991097,153.72551928783378,210.59438427299693,148.98516320474772,270.32287091988127,142.34866468842728,332.89557121661716,128.1275964391691,208.6982418397625,92.10089020771511,257.04987388724027,50.385756676557776,301.6092210682492
labeled-data\VPers2_cropped\img000c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.06379821958456,125.91782640949543,278.92284866468844,160.9964614243322,307.36498516320484,193.23088278931738,328.2225519287835,217.88073442136488,237.20771513353117,177.11367210682482,248.58456973293772,247.27094213649843,255.22106824925817,308.89557121661716,190.75222551928783,180.90595697329366,193.59643916913944,251.06322700296732,187.90801186943622,325.0127818991097,154.72551928783378,186.59438427299693,149.98516320474772,246.32287091988127,143.34866468842728,308.89557121661716,129.1275964391691,184.6982418397625,93.10089020771511,233.04987388724027,51.385756676557776,277.6092210682492
labeled-data\VPers2_cropped\img000c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.06379821958456,95.91782640949543,322.92284866468844,130.9964614243322,351.36498516320484,163.23088278931738,372.2225519287835,187.88073442136488,281.20771513353117,147.11367210682482,292.5845697329377,217.27094213649843,299.22106824925817,278.89557121661716,234.75222551928783,150.90595697329366,237.59643916913944,221.06322700296732,231.90801186943622,295.0127818991097,198.72551928783378,156.59438427299693,193.98516320474772,216.32287091988127,187.34866468842728,278.89557121661716,173.1275964391691,154.6982418397625,137.1008902077151,203.04987388724027,95.38575667655778,247.6092210682492
labeled-data\VPers2_cropped\img000c5.png,352.16172106824956,103.37183234421354,275.36795252225534,145.08696587537082,247.87388724035617,185.85402818991088,223.22403560830872,222.8288056379821,313.290801186944,186.8020994065281,309.4985163204749,245.58251483679516,316.13501483679534,309.1032863501483,355.9540059347182,194.38666913946582,358.79821958457,250.3228709198812,375.8635014836798,318.58399851632043,388.18842729970356,198.1789540059346,399.56528189911,239.89408753709193,,,,,,,,,7.063798219584555,129.91782640949543,100.92284866468844,164.9964614243322,129.36498516320484,197.23088278931738,150.2225519287835,221.88073442136488,59.20771513353117,181.11367210682482,70.58456973293772,251.27094213649843,77.22106824925817,312.89557121661716,12.752225519287833,184.90595697329366,15.596439169139444,255.06322700296732,9.908011869436223,329.0127818991097,,,,,,,,,,,,
labeled-data\VPers2_cropped\img000c6.png,219.16172106824956,110.37183234421354,142.36795252225534,152.08696587537082,114.87388724035617,192.85402818991088,90.22403560830872,229.8288056379821,180.290801186944,193.8020994065281,176.4985163204749,252.58251483679516,183.13501483679534,316.1032863501483,222.95400593471823,201.38666913946582,225.79821958457,257.3228709198812,242.86350148367978,325.58399851632043,255.18842729970356,205.1789540059346,266.56528189911,246.89408753709193,294.0593471810091,314.2071439169139,280.78635014836823,201.38666913946577,309.22848664688445,229.8288056379821,353.78783382789356,272.4920103857566,,,,,,,17.222551928783503,228.88073442136488,,,,,,,,,,,,,,,,,,,,,,,,
