scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Pil01_cropped/img040c0.png,398.78783382789356,180.84067507418388,329.0347743293148,226.09604273438387,315.6546708269258,256.74079591727445,296.6635561783738,281.34292171198956,350.08213107979236,254.02499954759742,341.12002910566594,304.2185825386544,337.235482927553,349.106671707959,378.5688030526203,259.5026468562232,370.0383173205064,309.3979774428049,364.8589224163559,360.32869400028517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Pil01_cropped/img040c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.69585375255681,188.70222182072558,252.92175363415765,214.81874214943696,281.44374294051363,242.9970930304151,308.5911785453584,268.4263365083709,235.56656112281945,262.59029139598965,245.70534670122424,312.41205495672705,256.3581378879355,360.1777960842387,199.31415927522366,267.01499913016875,203.0941819543793,324.43939984494943,205.15601250664602,384.57612428606126,168.77293121233328,269.89188192038745,168.73033941660114,327.18850724797164,170.10489311811227,375.29788680086114,142.78418627081837,267.91523495958506,135.74105058033408,312.06841653134927,133.3355816026896,352.6177507259275
labeled-data/Pil01_cropped/img040c2.png,362.78783382789356,119.84067507418388,293.0347743293148,165.09604273438387,279.6546708269258,195.74079591727445,260.6635561783738,220.34292171198956,314.08213107979236,193.02499954759742,305.12002910566594,243.2185825386544,301.235482927553,288.106671707959,342.5688030526203,198.50264685622318,334.0383173205064,248.39797744280492,328.8589224163559,299.32869400028517,369.8939901369481,198.03950588481024,368.56761668151,248.39797744280497,367.2727679554723,293.7176828541221,396.08921706217586,194.4532121111725,398.78075362238815,232.85979273035332,393.169742476225,269.9787895434322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Pil01_cropped/img040c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69585375255681,175.70222182072558,172.92175363415765,201.81874214943696,201.44374294051363,229.9970930304151,228.5911785453584,255.42633650837092,155.56656112281945,249.59029139598965,165.70534670122424,299.41205495672705,176.35813788793553,347.1777960842387,119.31415927522366,254.01499913016875,123.09418195437931,311.43939984494943,125.15601250664602,371.57612428606126,88.77293121233328,256.89188192038745,88.73033941660114,314.18850724797164,90.10489311811227,362.29788680086114,62.78418627081837,254.91523495958506,55.741050580334075,299.06841653134927,53.33558160268959,339.6177507259275
labeled-data/Pil01_cropped/img040c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.69585375255681,238.70222182072558,225.92175363415765,264.81874214943696,254.44374294051363,292.9970930304151,281.5911785453584,318.4263365083709,208.56656112281945,312.59029139598965,218.70534670122424,362.41205495672705,,,172.31415927522366,317.01499913016875,176.0941819543793,374.43939984494943,,,141.77293121233328,319.89188192038745,141.73033941660114,377.18850724797164,,,115.78418627081837,317.91523495958506,108.74105058033408,362.06841653134927,,
labeled-data/Pil01_cropped/img040c5.png,334.78783382789356,134.84067507418388,265.0347743293148,180.09604273438387,251.65467082692578,210.74079591727445,232.66355617837382,235.34292171198956,286.08213107979236,208.02499954759742,277.12002910566594,258.2185825386544,273.235482927553,303.106671707959,314.5688030526203,213.50264685622318,306.0383173205064,263.3979774428049,300.8589224163559,314.32869400028517,341.8939901369481,213.03950588481024,340.56761668151,263.397977442805,339.2727679554723,308.7176828541221,368.08921706217586,209.4532121111725,370.78075362238815,247.85979273035332,365.169742476225,284.9787895434322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Pil01_cropped/img040c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.69585375255681,228.70222182072558,175.92175363415765,254.81874214943696,204.44374294051363,282.9970930304151,231.5911785453584,308.4263365083709,158.56656112281945,302.59029139598965,168.70534670122424,352.41205495672705,,,122.31415927522366,307.01499913016875,126.09418195437931,364.43939984494943,,,91.77293121233328,309.89188192038745,91.73033941660114,367.18850724797164,,,65.78418627081837,307.91523495958506,58.741050580334075,352.06841653134927,56.33558160268959,392.6177507259275
