scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd,wristCenter,wristCenter,thumbStart,thumbStart,thumbCenter,thumbCenter,thumbEnd,thumbEnd,indexStart,indexStart,indexCenter,indexCenter,indexEnd,indexEnd,middleStart,middleStart,middleCenter,middleCenter,middleEnd,middleEnd,ringStart,ringStart,ringCenter,ringCenter,ringEnd,ringEnd,littleStart,littleStart,littleCenter,littleCenter,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil06\img037.png,616.6039406053683,83.60370645345529,535.5885208452312,133.23477441462035,518.071673329526,196.73334665905207,506.39377498572236,239.79559680182763,584.4897201599085,187.2450542547117,583.7598515134209,267.530605368361,579.3806396344946,344.8966818960595,630.471444888635,187.2450542547117,636.3103940605367,255.8527070245575,647.2584237578526,347.81615648201034,667.6947458595089,177.75676185037133,677.9129069103369,237.60599086236442,691.0505425471158,320.08114791547695,690.320673900628,162.42952027412912,715.1362078812108,204.0320331239293,734.1127926898914,255.8527070245575,264.80725299828663,84.333575099943,358.9603083952027,138.34385494003436,384.5057110222729,190.8943974871503,404.9420331239291,220.81901199314683,304.2201599086236,200.38268989149066,310.0591090805254,269.7202113078242,315.1681896059394,350.0057624214735,255.31896059394631,195.27360936607664,253.85922330097083,271.1799486007996,245.8306681896059,360.22392347230164,223.93460879497422,185.0554483152485,205.6878926327812,252.93323243860658,184.5217018846373,331.02917761279275,194.7398629354654,169.7282067390064,160.4360365505425,206.9515077098801,125.40234151913188,251.47349514563115
labeled-data\Pil06\img062.png,618.0636778983437,87.25304968589387,537.7781267846945,130.31529982866942,513.6924614505995,202.5722958309538,502.01456310679606,241.98520274129078,588.1390633923472,186.51518560822393,580.8403769274701,264.61113078241016,579.3806396344946,344.16681324957176,631.2013135351228,190.8943974871503,635.5805254140491,260.9617875499715,642.8792118789263,349.2758937749858,664.0454026270702,182.13597372929763,676.4531696173615,237.60599086236442,692.5102798400912,322.2707538549401,688.8609366076528,160.96978298115374,712.9466019417475,204.761901770417,730.463449457453,258.77218161050837,264.80725299828663,90.17252427184474,356.7707024557395,145.64254140491158,385.96544831524835,202.5722958309538,403.48229583095366,237.60599086236442,304.9500285551113,198.92295259851522,313.70845231296397,271.9098172472873,326.11621930325526,348.54602512849806,255.31896059394626,197.4632153055398,245.10079954311817,271.9098172472873,235.6125071387778,363.1433980582525,219.55539691604793,189.43466019417485,201.3086807538549,252.20336379211886,183.06196459166188,333.2187835522559,194.00999428897768,173.37754997144492,161.89577384351793,207.68137635636788,125.40234151913188,253.6631010850943
labeled-data\Pil06\img101.png,611.4948600799544,93.0919988577956,532.6690462592803,136.1542490005712,508.5833809251856,207.68137635636782,500.5548258138206,250.01375785265571,583.7598515134209,196.00347801256436,580.1105082809822,267.530605368361,575.0014277555681,349.2758937749858,624.6324957167333,197.4632153055398,633.3909194745859,266.8007367218733,639.9597372929754,355.8447115933753,658.9363221016561,181.40610508280992,674.993432324386,240.52546544831534,694.6998857795545,322.2707538549401,682.2921187892632,162.42952027412917,708.5673900628212,206.22163906339244,727.5439748715019,261.69165619645923,260.42804111936033,90.90239291833245,355.3109651627641,147.83214734437473,388.8849229011992,206.22163906339244,404.9420331239291,243.4449400342662,296.9214734437464,197.4632153055398,314.4383209594517,270.4500799543119,323.92661336379206,347.0862878355226,248.02027412906904,194.54374071958887,239.9917190177041,264.61113078241016,215.90605368360934,349.2758937749858,217.36579097658478,185.78531696173627,184.5217018846373,240.52546544831534,139.26984580239855,307.6733809251857,192.55025699600225,173.37754997144498,161.89577384351793,212.06058823529418,126.1322101656196,254.392969731582
labeled-data\Pil06\img138.png,611.4948600799544,87.98291833238159,529.0197030268419,143.45293546544843,507.1236436322101,209.1411136493433,500.5548258138206,248.55402055968028,581.5702455739577,197.4632153055398,577.1910336950314,273.3695545402628,573.5416904625927,350.0057624214735,626.8221016561963,198.1930839520275,629.0117075956596,266.0708680753856,634.8506567675613,355.8447115933753,659.6661907481439,185.0554483152485,676.4531696173615,244.90467732724164,696.1596230725299,321.5408852084524,680.1025128498002,162.42952027412917,705.6479154768704,213.52032552826967,725.3543689320388,260.2319189034838,264.0773843517989,94.55173615077115,350.20188463735,147.83214734437473,390.34466019417476,206.22163906339244,406.4017704169045,241.98520274129078,301.30068532267273,197.4632153055398,315.8980582524271,275.55916047972596,328.3058252427184,347.0862878355226,256.048829240434,200.3826898914906,256.048829240434,278.4786350656768,255.31896059394626,363.1433980582525,220.28526556253564,193.08400342661344,185.98143917761274,247.82415191319257,139.2698458023986,317.8915419760138,199.11907481439175,174.8372872644204,168.46459166190743,210.60085094231874,126.86207881210731,255.12283837806973
labeled-data\Pil06\img179.png,613.6844660194174,90.90239291833245,531.9391776127927,144.91267275842387,510.04311821816106,207.68137635636788,501.28469446030834,250.74362649914343,585.949457452884,196.73334665905207,580.8403769274701,275.55916047972596,575.0014277555681,354.38497430039985,628.2818389491717,197.46321530553985,627.5519703026841,271.9098172472873,634.1207881210737,358.0343175328385,659.6661907481439,187.2450542547117,675.7233009708737,250.01375785265571,694.6998857795545,324.46035979440325,680.8323814962878,160.96978298115374,707.1076527698458,215.70993146773282,726.8141062250143,266.0708680753856,266.26699029126206,101.85042261564831,354.5810965162764,150.02175328383794,390.34466019417476,209.1411136493433,408.5913763563678,241.98520274129078,301.30068532267273,202.57229583095386,318.0876641918903,275.55916047972596,328.3058252427184,350.0057624214735,256.048829240434,204.761901770417,258.2384351798972,279.93837235865226,257.5085665334094,366.06287264420337,222.4748715019988,196.73334665905207,196.19960022844083,258.04231296402065,167.004854368932,328.1097030268419,201.3086807538549,170.4580753854941,167.004854368932,211.33071958880646,131.24129069103367,255.12283837806973
labeled-data\Pil06\img245.png,610.0351227869787,85.79331239291844,531.2093089663049,131.77503712164486,506.39377498572236,204.0320331239293,500.5548258138206,250.01375785265571,581.5702455739577,191.624266133638,577.9209023415192,266.0708680753856,571.3520845231296,348.54602512849806,623.9026270702454,190.16452884066257,624.6324957167333,261.69165619645923,631.9311821816104,352.92523700742436,656.746716162193,179.94636778983448,674.2635636778982,239.79559680182763,693.9700171330667,317.1616733295261,680.1025128498002,163.1593889206169,704.1881781838949,212.06058823529418,723.8946316390634,260.2319189034838,258.9683038263849,98.20107938320967,356.7707024557396,146.37241005139936,385.96544831524835,202.5722958309538,402.0225585379782,238.3358595088522,296.19160479725866,199.65282124500294,303.4902912621359,272.63968589377504,309.3292404340377,347.81615648201034,250.93974871501996,202.5722958309538,249.48001142204447,274.82929183323824,245.8306681896059,363.1433980582525,213.71644774414614,194.54374071958887,191.0905197030268,255.8527070245575,156.78669331810391,325.92009708737874,195.4697315819531,174.8372872644204,163.35551113649336,207.68137635636788,123.94260422615645,252.20336379211886
